tir,vpn,vpn_ajuste
0.422431683,276474896.6,276.4748966
0.138077013,278514460.3,278.5144603
0.200990192,273870399.9,273.8703999
0.229998181,273838634.3,273.8386343
0.29996634,276046802.1,276.0468021
0.225393033,274953787.2,274.9537872
0.343127729,273749185.7,273.7491857
0.266026437,273898887.9,273.8988879
0.279744604,279618895.6,279.6188956
0.291255989,273240789.7,273.2407897
0.317576081,276213848.6,276.2138486
0.250278791,269876897.5,269.8768975
0.207603716,276410606.7,276.4106067
0.282998129,268467127.7,268.4671277
0.484714429,276337195.2,276.3371952
0.172502489,273493587.1,273.4935871
0.305427639,275853406.2,275.8534062
0.169846493,275313821.4,275.3138214
0.322534024,270641632.3,270.6416323
0.177056829,272932921.4,272.9329214
0.16426884,280395971.5,280.3959715
0.305371164,267151650.4,267.1516504
0.154549252,272785099.5,272.7850995
0.231970449,272878713.8,272.8787138
0.246982466,271610796.5,271.6107965
0.241128395,273359194.6,273.3591946
0.269621332,269079907.6,269.0799076
0.02974124,271622261.8,271.6222618
0.426600194,278074931.6,278.0749316
0.194515532,268348028.9,268.3480289
0.251092328,271952828.5,271.9528285
0.314406264,277991394.8,277.9913948
0.257846349,273602066,273.602066
0.167974535,271583032.7,271.5830327
0.313548464,274421385,274.421385
0.164110368,274067770.9,274.0677709
0.361946423,277129228.4,277.1292284
0.323272322,270286683,270.286683
0.293789532,275762782,275.762782
0.251841378,272876015.3,272.8760153
0.084296317,275128463.3,275.1284633
0.192875623,274032185.4,274.0321854
0.349922143,275129259.7,275.1292597
0.149112681,280408920.6,280.4089206
0.380528174,272483493,272.483493
0.342812016,270608604.3,270.6086043
0.333039293,269733779.3,269.7337793
0.193347206,272414809.6,272.4148096
0.286514948,275831634.4,275.8316344
0.323117712,273734646,273.734646
0.355121109,267664917.6,267.6649176
0.315237025,274049912.9,274.0499129
0.206637014,276897586.9,276.8975869
0.331233002,273503724.7,273.5037247
0.232235515,273788261.1,273.7882611
0.218062567,272364611.1,272.3646111
0.429729408,280846165.8,280.8461658
0.160113479,270713748.8,270.7137488
0.343741976,279244952.1,279.2449521
0.342485674,271862550,271.86255
0.287662483,271234526.5,271.2345265
0.252054563,275092717.2,275.0927172
